step,input,v,v_th_eff,spike
2265,1.3,1.29359,1.49973,0
2266,1.3,1.2939,1.49806,0
2267,1.3,1.2942,1.49641,0
2268,1.3,1.29448,1.49475,0
2269,1.3,1.29475,1.49311,0
2270,1.3,1.29501,1.49147,0
2271,1.3,1.29525,1.48983,0
2272,1.3,1.29548,1.4882,0
2273,1.3,1.2957,1.48658,0
2274,1.3,1.29591,1.48496,0
2275,1.3,1.29611,1.48334,0
2276,1.3,1.2963,1.48174,0
2277,1.3,1.29648,1.48013,0
2278,1.3,1.29665,1.47853,0
2279,1.3,1.29682,1.47694,0
2280,1.3,1.29697,1.47535,0
2281,1.3,1.29712,1.47377,0
2282,1.3,1.29726,1.4722,0
2283,1.3,1.29739,1.47063,0
2284,1.3,1.29752,1.46906,0
2285,1.3,1.29764,1.4675,0
2286,1.3,1.29776,1.46594,0
2287,1.3,1.29787,1.46439,0
2288,1.3,1.29797,1.46285,0
2289,1.3,1.29807,1.46131,0
2290,1.3,1.29816,1.45977,0
2291,1.3,1.29825,1.45824,0
2292,1.3,1.29834,1.45672,0
2293,1.3,1.29842,1.4552,0
2294,1.3,1.2985,1.45368,0
2295,1.3,1.29857,1.45217,0
2296,1.3,1.29864,1.45067,0
2297,1.3,1.29871,1.44917,0
2298,1.3,1.29877,1.44767,0
2299,1.3,1.29883,1.44618,0
2300,1.3,1.29889,1.4447,0
2301,1.3,1.29894,1.44322,0
2302,1.3,1.29899,1.44174,0
2303,1.3,1.29904,1.44027,0
2304,1.3,1.29909,1.43881,0
2305,1.3,1.29913,1.43735,0
2306,1.3,1.29918,1.43589,0
2307,1.3,1.29922,1.43444,0
2308,1.3,1.29925,1.433,0
2309,1.3,1.29929,1.43156,0
2310,1.3,1.29932,1.43012,0
2311,1.3,1.29936,1.42869,0
2312,1.3,1.29939,1.42726,0
2313,1.3,1.29942,1.42584,0
2314,1.3,1.29945,1.42442,0
2315,1.3,1.29947,1.42301,0
2316,1.3,1.2995,1.4216,0
2317,1.3,1.29952,1.4202,0
2318,1.3,1.29955,1.4188,0
2319,1.3,1.29957,1.41741,0
2320,1.3,1.29959,1.41602,0
2321,1.3,1.29961,1.41463,0
2322,1.3,1.29963,1.41325,0
2323,1.3,1.29965,1.41188,0
2324,1.3,1.29966,1.41051,0
2325,1.3,1.29968,1.40914,0
2326,1.3,1.2997,1.40778,0
2327,1.3,1.29971,1.40642,0
2328,1.3,1.29973,1.40507,0
2329,1.3,1.29974,1.40372,0
2330,1.3,1.29975,1.40238,0
2331,1.3,1.29976,1.40104,0
2332,1.3,1.29978,1.39971,0
2333,1.3,1.29979,1.39838,0
2334,1.3,1.2998,1.39705,0
2335,1.3,1.29981,1.39573,0
2336,1.3,1.29982,1.39441,0
2337,1.3,1.29982,1.3931,0
2338,1.3,1.29983,1.39179,0
2339,1.3,1.29984,1.39049,0
2340,1.3,1.29985,1.38919,0
2341,1.3,1.29986,1.38789,0
2342,1.3,1.29986,1.3866,0
2343,1.3,1.29987,1.38532,0
2344,1.3,1.29988,1.38403,0
2345,1.3,1.29988,1.38275,0
2346,1.3,1.29989,1.38148,0
2347,1.3,1.29989,1.38021,0
2348,1.3,1.2999,1.37895,0
2349,1.3,1.2999,1.37769,0
2350,1.3,1.29991,1.37643,0
2351,1.3,1.29991,1.37518,0
2352,1.3,1.29992,1.37393,0
2353,1.3,1.29992,1.37268,0
2354,1.3,1.29992,1.37144,0
2355,1.3,1.29993,1.37021,0
2356,1.3,1.29993,1.36897,0
2357,1.3,1.29994,1.36775,0
2358,1.3,1.29994,1.36652,0
2359,1.3,1.29994,1.3653,0
2360,1.3,1.29994,1.36409,0
2361,1.3,1.29995,1.36288,0
2362,1.3,1.29995,1.36167,0
2363,1.3,1.29995,1.36047,0
2364,1.3,1.29995,1.35927,0
2365,1.3,1.29996,1.35807,0
2366,1.3,1.29996,1.35688,0
2367,1.3,1.29996,1.35569,0
2368,1.3,1.29996,1.35451,0
2369,1.3,1.29996,1.35333,0
2370,1.3,1.29997,1.35215,0
2371,1.3,1.29997,1.35098,0
2372,1.3,1.29997,1.34981,0
2373,1.3,1.29997,1.34865,0
2374,1.3,1.29997,1.34749,0
2375,1.3,1.29997,1.34633,0
2376,1.3,1.29998,1.34518,0
2377,1.3,1.29998,1.34403,0
2378,1.3,1.29998,1.34288,0
2379,1.3,1.29998,1.34174,0
2380,1.3,1.29998,1.34061,0
2381,1.3,1.29998,1.33947,0
2382,1.3,1.29998,1.33834,0
2383,1.3,1.29998,1.33722,0
2384,1.3,1.29998,1.3361,0
2385,1.3,1.29998,1.33498,0
2386,1.3,1.29998,1.33386,0
2387,1.3,1.29999,1.33275,0
2388,1.3,1.29999,1.33164,0
2389,1.3,1.29999,1.33054,0
2390,1.3,1.29999,1.32944,0
2391,1.3,1.29999,1.32834,0
2392,1.3,1.29999,1.32725,0
2393,1.3,1.29999,1.32616,0
2394,1.3,1.29999,1.32508,0
2395,1.3,1.29999,1.32399,0
2396,1.3,1.29999,1.32292,0
2397,1.3,1.29999,1.32184,0
2398,1.3,1.29999,1.32077,0
2399,1.3,1.29999,1.3197,0
2400,1.3,1.29999,1.31864,0
2401,1.3,1.29999,1.31758,0
2402,1.3,1.29999,1.31652,0
2403,1.3,1.29999,1.31547,0
2404,1.3,1.29999,1.31442,0
2405,1.3,1.29999,1.31337,0
2406,1.3,1.29999,1.31233,0
2407,1.3,1.29999,1.31129,0
2408,1.3,1.29999,1.31026,0
2409,1.3,1.3,1.30922,0
2410,1.3,1.3,1.30819,0
2411,1.3,1.3,1.30717,0
2412,1.3,1.3,1.30615,0
2413,1.3,1.3,1.30513,0
2414,1.3,1.3,1.30411,0
2415,1.3,1.3,1.3031,0
2416,1.3,1.3,1.30209,0
2417,1.3,1.3,1.30109,0
2418,1.3,1.3,1.30008,0
2419,1.3,0.299997,1.29908,1000
2420,1.3,0.348768,1.69742,0
2421,1.3,0.39516,1.6951,0
2422,1.3,0.43929,1.69279,0
2423,1.3,0.481267,1.69048,0
2424,1.3,0.521197,1.68819,0
2425,1.3,0.55918,1.6859,0
2426,1.3,0.59531,1.68361,0
2427,1.3,0.629678,1.68134,0
2428,1.3,0.66237,1.67907,0
2429,1.3,0.693468,1.67681,0
2430,1.3,0.723049,1.67456,0
2431,1.3,0.751187,1.67232,0
2432,1.3,0.777953,1.67008,0
2433,1.3,0.803413,1.66785,0
2434,1.3,0.827632,1.66563,0
2435,1.3,0.85067,1.66341,0
2436,1.3,0.872584,1.6612,0
2437,1.3,0.893429,1.659,0
2438,1.3,0.913258,1.65681,0
2439,1.3,0.93212,1.65462,0
2440,1.3,0.950061,1.65245,0
2441,1.3,0.967128,1.65027,0
2442,1.3,0.983362,1.64811,0
2443,1.3,0.998805,1.64595,0
2444,1.3,1.01349,1.6438,0
2445,1.3,1.02747,1.64166,0
2446,1.3,1.04076,1.63953,0
2447,1.3,1.0534,1.6374,0
2448,1.3,1.06543,1.63528,0
2449,1.3,1.07687,1.63316,0
2450,1.3,1.08775,1.63106,0
2451,1.3,1.0981,1.62896,0
2452,1.3,1.10795,1.62686,0
2453,1.3,1.11732,1.62478,0
2454,1.3,1.12623,1.6227,0
2455,1.3,1.1347,1.62063,0
2456,1.3,1.14276,1.61856,0
2457,1.3,1.15043,1.6165,0
2458,1.3,1.15773,1.61445,0
2459,1.3,1.16466,1.6124,0
2460,1.3,1.17126,1.61037,0
2461,1.3,1.17754,1.60834,0
2462,1.3,1.18352,1.60631,0
2463,1.3,1.1892,1.60429,0
2464,1.3,1.1946,1.60228,0
2465,1.3,1.19974,1.60028,0
2466,1.3,1.20463,1.59828,0
2467,1.3,1.20928,1.59629,0
2468,1.3,1.21371,1.59431,0
2469,1.3,1.21791,1.59233,0
2470,1.3,1.22192,1.59036,0
2471,1.3,1.22573,1.58839,0
2472,1.3,1.22935,1.58643,0
2473,1.3,1.23279,1.58448,0
2474,1.3,1.23607,1.58254,0
2475,1.3,1.23919,1.5806,0
2476,1.3,1.24216,1.57867,0
2477,1.3,1.24498,1.57674,0
2478,1.3,1.24766,1.57482,0
2479,1.3,1.25021,1.57291,0
2480,1.3,1.25264,1.571,0
2481,1.3,1.25495,1.5691,0
2482,1.3,1.25715,1.56721,0
2483,1.3,1.25924,1.56532,0
2484,1.3,1.26123,1.56344,0
2485,1.3,1.26312,1.56156,0
2486,1.3,1.26492,1.5597,0
2487,1.3,1.26663,1.55783,0
2488,1.3,1.26825,1.55598,0
2489,1.3,1.2698,1.55413,0
2490,1.3,1.27128,1.55228,0
2491,1.3,1.27268,1.55045,0
2492,1.3,1.27401,1.54861,0
2493,1.3,1.27528,1.54679,0
2494,1.3,1.27648,1.54497,0
2495,1.3,1.27763,1.54315,0
2496,1.3,1.27872,1.54135,0
2497,1.3,1.27976,1.53955,0
2498,1.3,1.28075,1.53775,0
2499,1.3,1.28168,1.53596,0
2500,1.3,1.28258,1.53418,0
2501,1.3,1.28343,1.5324,0
2502,1.3,1.28424,1.53063,0
2503,1.3,1.285,1.52886,0
2504,1.3,1.28574,1.5271,0
2505,1.3,1.28643,1.52535,0
2506,1.3,1.28709,1.5236,0
2507,1.3,1.28772,1.52186,0
2508,1.3,1.28832,1.52012,0
2509,1.3,1.28889,1.51839,0
2510,1.3,1.28943,1.51666,0
2511,1.3,1.28995,1.51495,0
2512,1.3,1.29044,1.51323,0
2513,1.3,1.2909,1.51152,0
2514,1.3,1.29135,1.50982,0
2515,1.3,1.29177,1.50812,0
2516,1.3,1.29217,1.50643,0
2517,1.3,1.29255,1.50475,0
2518,1.3,1.29292,1.50307,0
2519,1.3,1.29326,1.50139,0
2520,1.3,1.29359,1.49973,0
2521,1.3,1.2939,1.49806,0
2522,1.3,1.2942,1.49641,0
2523,1.3,1.29448,1.49475,0
2524,1.3,1.29475,1.49311,0
2525,1.3,1.29501,1.49147,0
2526,1.3,1.29525,1.48983,0
2527,1.3,1.29548,1.4882,0
2528,1.3,1.2957,1.48658,0
2529,1.3,1.29591,1.48496,0
2530,1.3,1.29611,1.48334,0
2531,1.3,1.2963,1.48173,0
2532,1.3,1.29648,1.48013,0
2533,1.3,1.29665,1.47853,0
2534,1.3,1.29682,1.47694,0
2535,1.3,1.29697,1.47535,0
2536,1.3,1.29712,1.47377,0
2537,1.3,1.29726,1.4722,0
2538,1.3,1.29739,1.47062,0
2539,1.3,1.29752,1.46906,0
2540,1.3,1.29764,1.4675,0
2541,1.3,1.29776,1.46594,0
2542,1.3,1.29787,1.46439,0
2543,1.3,1.29797,1.46285,0
2544,1.3,1.29807,1.46131,0
2545,1.3,1.29816,1.45977,0
2546,1.3,1.29825,1.45824,0
2547,1.3,1.29834,1.45672,0
2548,1.3,1.29842,1.4552,0
2549,1.3,1.2985,1.45368,0
2550,1.3,1.29857,1.45217,0
2551,1.3,1.29864,1.45067,0
2552,1.3,1.29871,1.44917,0
2553,1.3,1.29877,1.44767,0
2554,1.3,1.29883,1.44618,0
2555,1.3,1.29889,1.4447,0
2556,1.3,1.29894,1.44322,0
2557,1.3,1.29899,1.44174,0
2558,1.3,1.29904,1.44027,0
2559,1.3,1.29909,1.43881,0
2560,1.3,1.29913,1.43735,0
2561,1.3,1.29918,1.43589,0
2562,1.3,1.29922,1.43444,0
2563,1.3,1.29925,1.433,0
2564,1.3,1.29929,1.43155,0
2565,1.3,1.29932,1.43012,0
2566,1.3,1.29936,1.42869,0
2567,1.3,1.29939,1.42726,0
2568,1.3,1.29942,1.42584,0
2569,1.3,1.29945,1.42442,0
2570,1.3,1.29947,1.42301,0
2571,1.3,1.2995,1.4216,0
2572,1.3,1.29952,1.4202,0
2573,1.3,1.29955,1.4188,0
2574,1.3,1.29957,1.41741,0
2575,1.3,1.29959,1.41602,0
2576,1.3,1.29961,1.41463,0
2577,1.3,1.29963,1.41325,0
2578,1.3,1.29965,1.41188,0
2579,1.3,1.29966,1.41051,0
2580,1.3,1.29968,1.40914,0
2581,1.3,1.2997,1.40778,0
2582,1.3,1.29971,1.40642,0
2583,1.3,1.29973,1.40507,0
2584,1.3,1.29974,1.40372,0
2585,1.3,1.29975,1.40238,0
2586,1.3,1.29976,1.40104,0
2587,1.3,1.29978,1.3997,0
2588,1.3,1.29979,1.39837,0
2589,1.3,1.2998,1.39705,0
2590,1.3,1.29981,1.39573,0
2591,1.3,1.29982,1.39441,0
2592,1.3,1.29982,1.3931,0
2593,1.3,1.29983,1.39179,0
2594,1.3,1.29984,1.39049,0
2595,1.3,1.29985,1.38919,0
2596,1.3,1.29986,1.38789,0
2597,1.3,1.29986,1.3866,0
2598,1.3,1.29987,1.38531,0
2599,1.3,1.29988,1.38403,0
2600,1.3,1.29988,1.38275,0
2601,1.3,1.29989,1.38148,0
2602,1.3,1.29989,1.38021,0
2603,1.3,1.2999,1.37895,0
2604,1.3,1.2999,1.37768,0
2605,1.3,1.29991,1.37643,0
2606,1.3,1.29991,1.37518,0
2607,1.3,1.29992,1.37393,0
2608,1.3,1.29992,1.37268,0
2609,1.3,1.29992,1.37144,0
2610,1.3,1.29993,1.37021,0
2611,1.3,1.29993,1.36897,0
2612,1.3,1.29994,1.36775,0
2613,1.3,1.29994,1.36652,0
2614,1.3,1.29994,1.3653,0
2615,1.3,1.29994,1.36409,0
2616,1.3,1.29995,1.36288,0
2617,1.3,1.29995,1.36167,0
2618,1.3,1.29995,1.36046,0
2619,1.3,1.29995,1.35926,0
2620,1.3,1.29996,1.35807,0
2621,1.3,1.29996,1.35688,0
2622,1.3,1.29996,1.35569,0
2623,1.3,1.29996,1.35451,0
2624,1.3,1.29996,1.35333,0
2625,1.3,1.29997,1.35215,0
2626,1.3,1.29997,1.35098,0
2627,1.3,1.29997,1.34981,0
2628,1.3,1.29997,1.34865,0
2629,1.3,1.29997,1.34749,0
2630,1.3,1.29997,1.34633,0
2631,1.3,1.29998,1.34518,0
2632,1.3,1.29998,1.34403,0
2633,1.3,1.29998,1.34288,0
2634,1.3,1.29998,1.34174,0
2635,1.3,1.29998,1.34061,0
2636,1.3,1.29998,1.33947,0
2637,1.3,1.29998,1.33834,0
2638,1.3,1.29998,1.33722,0
2639,1.3,1.29998,1.33609,0
2640,1.3,1.29998,1.33498,0
2641,1.3,1.29998,1.33386,0
2642,1.3,1.29999,1.33275,0
2643,1.3,1.29999,1.33164,0
2644,1.3,1.29999,1.33054,0
2645,1.3,1.29999,1.32944,0
2646,1.3,1.29999,1.32834,0
2647,1.3,1.29999,1.32725,0
2648,1.3,1.29999,1.32616,0
2649,1.3,1.29999,1.32508,0
2650,1.3,1.29999,1.32399,0
2651,1.3,1.29999,1.32292,0
2652,1.3,1.29999,1.32184,0
2653,1.3,1.29999,1.32077,0
2654,1.3,1.29999,1.3197,0
2655,1.3,1.29999,1.31864,0
2656,1.3,1.29999,1.31758,0
2657,1.3,1.29999,1.31652,0
2658,1.3,1.29999,1.31547,0
2659,1.3,1.29999,1.31442,0
2660,1.3,1.29999,1.31337,0
2661,1.3,1.29999,1.31233,0
2662,1.3,1.29999,1.31129,0
2663,1.3,1.29999,1.31025,0
2664,1.3,1.3,1.30922,0
2665,1.3,1.3,1.30819,0
2666,1.3,1.3,1.30717,0
2667,1.3,1.3,1.30615,0
2668,1.3,1.3,1.30513,0
2669,1.3,1.3,1.30411,0
2670,1.3,1.3,1.3031,0
2671,1.3,1.3,1.30209,0
2672,1.3,1.3,1.30109,0
2673,1.3,1.3,1.30008,0
2674,1.3,0.299997,1.29908,1000
2675,1.3,0.348768,1.69742,0
2676,1.3,0.39516,1.6951,0
2677,1.3,0.43929,1.69279,0
2678,1.3,0.481267,1.69048,0
2679,1.3,0.521197,1.68819,0
2680,1.3,0.55918,1.6859,0
2681,1.3,0.59531,1.68361,0
2682,1.3,0.629678,1.68134,0
2683,1.3,0.66237,1.67907,0
2684,1.3,0.693468,1.67681,0
2685,1.3,0.723049,1.67456,0
2686,1.3,0.751187,1.67231,0
2687,1.3,0.777953,1.67008,0
2688,1.3,0.803413,1.66785,0
2689,1.3,0.827632,1.66563,0
2690,1.3,0.85067,1.66341,0
2691,1.3,0.872584,1.6612,0
2692,1.3,0.893429,1.659,0
2693,1.3,0.913258,1.65681,0
2694,1.3,0.93212,1.65462,0
2695,1.3,0.950061,1.65244,0
2696,1.3,0.967128,1.65027,0
2697,1.3,0.983362,1.64811,0
2698,1.3,0.998805,1.64595,0
2699,1.3,1.01349,1.6438,0
2700,1.3,1.02747,1.64166,0
2701,1.3,1.04076,1.63953,0
2702,1.3,1.0534,1.6374,0
2703,1.3,1.06543,1.63528,0
2704,1.3,1.07687,1.63316,0
2705,1.3,1.08775,1.63106,0
2706,1.3,1.0981,1.62896,0
2707,1.3,1.10795,1.62686,0
2708,1.3,1.11732,1.62478,0
2709,1.3,1.12623,1.6227,0
2710,1.3,1.1347,1.62062,0
2711,1.3,1.14276,1.61856,0
2712,1.3,1.15043,1.6165,0
2713,1.3,1.15773,1.61445,0
2714,1.3,1.16466,1.6124,0
2715,1.3,1.17126,1.61037,0
2716,1.3,1.17754,1.60834,0
2717,1.3,1.18352,1.60631,0
2718,1.3,1.1892,1.60429,0
2719,1.3,1.1946,1.60228,0
2720,1.3,1.19974,1.60028,0
2721,1.3,1.20463,1.59828,0
2722,1.3,1.20928,1.59629,0
2723,1.3,1.21371,1.59431,0
2724,1.3,1.21791,1.59233,0
2725,1.3,1.22192,1.59036,0
2726,1.3,1.22573,1.58839,0
2727,1.3,1.22935,1.58643,0
2728,1.3,1.23279,1.58448,0
2729,1.3,1.23607,1.58254,0
2730,1.3,1.23919,1.5806,0
2731,1.3,1.24216,1.57867,0
2732,1.3,1.24498,1.57674,0
2733,1.3,1.24766,1.57482,0
2734,1.3,1.25021,1.57291,0
2735,1.3,1.25264,1.571,0
2736,1.3,1.25495,1.5691,0
2737,1.3,1.25715,1.56721,0
2738,1.3,1.25924,1.56532,0
2739,1.3,1.26123,1.56344,0
2740,1.3,1.26312,1.56156,0
2741,1.3,1.26492,1.5597,0
2742,1.3,1.26663,1.55783,0
2743,1.3,1.26825,1.55598,0
2744,1.3,1.2698,1.55413,0
2745,1.3,1.27128,1.55228,0
2746,1.3,1.27268,1.55044,0
2747,1.3,1.27401,1.54861,0
2748,1.3,1.27528,1.54679,0
2749,1.3,1.27648,1.54497,0
2750,1.3,1.27763,1.54315,0
2751,1.3,1.27872,1.54135,0
2752,1.3,1.27976,1.53955,0
2753,1.3,1.28075,1.53775,0
2754,1.3,1.28168,1.53596,0
2755,1.3,1.28258,1.53418,0
2756,1.3,1.28343,1.5324,0
2757,1.3,1.28424,1.53063,0
2758,1.3,1.285,1.52886,0
2759,1.3,1.28574,1.5271,0
2760,1.3,1.28643,1.52535,0
2761,1.3,1.28709,1.5236,0
2762,1.3,1.28772,1.52186,0
2763,1.3,1.28832,1.52012,0
2764,1.3,1.28889,1.51839,0
2765,1.3,1.28943,1.51666,0
2766,1.3,1.28995,1.51494,0
2767,1.3,1.29044,1.51323,0
2768,1.3,1.2909,1.51152,0
2769,1.3,1.29135,1.50982,0
2770,1.3,1.29177,1.50812,0
2771,1.3,1.29217,1.50643,0
2772,1.3,1.29255,1.50475,0
2773,1.3,1.29292,1.50307,0
2774,1.3,1.29326,1.50139,0
2775,1.3,1.29359,1.49973,0
2776,1.3,1.2939,1.49806,0
2777,1.3,1.2942,1.49641,0
2778,1.3,1.29448,1.49475,0
2779,1.3,1.29475,1.49311,0
2780,1.3,1.29501,1.49147,0
2781,1.3,1.29525,1.48983,0
2782,1.3,1.29548,1.4882,0
2783,1.3,1.2957,1.48658,0
2784,1.3,1.29591,1.48496,0
2785,1.3,1.29611,1.48334,0
2786,1.3,1.2963,1.48173,0
2787,1.3,1.29648,1.48013,0
2788,1.3,1.29665,1.47853,0
2789,1.3,1.29682,1.47694,0
2790,1.3,1.29697,1.47535,0
2791,1.3,1.29712,1.47377,0
2792,1.3,1.29726,1.4722,0
2793,1.3,1.29739,1.47062,0
2794,1.3,1.29752,1.46906,0
2795,1.3,1.29764,1.4675,0
2796,1.3,1.29776,1.46594,0
2797,1.3,1.29787,1.46439,0
2798,1.3,1.29797,1.46285,0
2799,1.3,1.29807,1.46131,0
2800,1.3,1.29816,1.45977,0
2801,1.3,1.29825,1.45824,0
2802,1.3,1.29834,1.45671,0
2803,1.3,1.29842,1.4552,0
2804,1.3,1.2985,1.45368,0
2805,1.3,1.29857,1.45217,0
2806,1.3,1.29864,1.45067,0
2807,1.3,1.29871,1.44917,0
2808,1.3,1.29877,1.44767,0
2809,1.3,1.29883,1.44618,0
2810,1.3,1.29889,1.4447,0
2811,1.3,1.29894,1.44322,0
2812,1.3,1.29899,1.44174,0
2813,1.3,1.29904,1.44027,0
2814,1.3,1.29909,1.43881,0
2815,1.3,1.29913,1.43735,0
2816,1.3,1.29918,1.43589,0
2817,1.3,1.29922,1.43444,0
2818,1.3,1.29925,1.43299,0
2819,1.3,1.29929,1.43155,0
2820,1.3,1.29932,1.43012,0
2821,1.3,1.29936,1.42869,0
2822,1.3,1.29939,1.42726,0
2823,1.3,1.29942,1.42584,0
2824,1.3,1.29945,1.42442,0
2825,1.3,1.29947,1.42301,0
2826,1.3,1.2995,1.4216,0
2827,1.3,1.29952,1.4202,0
2828,1.3,1.29955,1.4188,0
2829,1.3,1.29957,1.41741,0
2830,1.3,1.29959,1.41602,0
2831,1.3,1.29961,1.41463,0
2832,1.3,1.29963,1.41325,0
2833,1.3,1.29965,1.41188,0
2834,1.3,1.29966,1.41051,0
2835,1.3,1.29968,1.40914,0
2836,1.3,1.2997,1.40778,0
2837,1.3,1.29971,1.40642,0
2838,1.3,1.29973,1.40507,0
2839,1.3,1.29974,1.40372,0
2840,1.3,1.29975,1.40238,0
2841,1.3,1.29976,1.40104,0
2842,1.3,1.29978,1.3997,0
2843,1.3,1.29979,1.39837,0
2844,1.3,1.2998,1.39705,0
2845,1.3,1.29981,1.39573,0
2846,1.3,1.29982,1.39441,0
2847,1.3,1.29982,1.3931,0
2848,1.3,1.29983,1.39179,0
2849,1.3,1.29984,1.39049,0
2850,1.3,1.29985,1.38919,0
2851,1.3,1.29986,1.38789,0
2852,1.3,1.29986,1.3866,0
2853,1.3,1.29987,1.38531,0
2854,1.3,1.29988,1.38403,0
2855,1.3,1.29988,1.38275,0
2856,1.3,1.29989,1.38148,0
2857,1.3,1.29989,1.38021,0
2858,1.3,1.2999,1.37895,0
2859,1.3,1.2999,1.37768,0
2860,1.3,1.29991,1.37643,0
2861,1.3,1.29991,1.37517,0
2862,1.3,1.29992,1.37393,0
2863,1.3,1.29992,1.37268,0
2864,1.3,1.29992,1.37144,0
2865,1.3,1.29993,1.37021,0
2866,1.3,1.29993,1.36897,0
2867,1.3,1.29994,1.36775,0
2868,1.3,1.29994,1.36652,0
2869,1.3,1.29994,1.3653,0
2870,1.3,1.29994,1.36409,0
2871,1.3,1.29995,1.36288,0
2872,1.3,1.29995,1.36167,0
2873,1.3,1.29995,1.36046,0
2874,1.3,1.29995,1.35926,0
2875,1.3,1.29996,1.35807,0
2876,1.3,1.29996,1.35688,0
2877,1.3,1.29996,1.35569,0
2878,1.3,1.29996,1.35451,0
2879,1.3,1.29996,1.35333,0
2880,1.3,1.29997,1.35215,0
2881,1.3,1.29997,1.35098,0
2882,1.3,1.29997,1.34981,0
2883,1.3,1.29997,1.34865,0
2884,1.3,1.29997,1.34749,0
2885,1.3,1.29997,1.34633,0
2886,1.3,1.29998,1.34518,0
2887,1.3,1.29998,1.34403,0
2888,1.3,1.29998,1.34288,0
2889,1.3,1.29998,1.34174,0
2890,1.3,1.29998,1.34061,0
2891,1.3,1.29998,1.33947,0
2892,1.3,1.29998,1.33834,0
2893,1.3,1.29998,1.33722,0
2894,1.3,1.29998,1.33609,0
2895,1.3,1.29998,1.33498,0
2896,1.3,1.29998,1.33386,0
2897,1.3,1.29999,1.33275,0
2898,1.3,1.29999,1.33164,0
2899,1.3,1.29999,1.33054,0
2900,1.3,1.29999,1.32944,0
2901,1.3,1.29999,1.32834,0
2902,1.3,1.29999,1.32725,0
2903,1.3,1.29999,1.32616,0
2904,1.3,1.29999,1.32508,0
2905,1.3,1.29999,1.32399,0
2906,1.3,1.29999,1.32292,0
2907,1.3,1.29999,1.32184,0
2908,1.3,1.29999,1.32077,0
2909,1.3,1.29999,1.3197,0
2910,1.3,1.29999,1.31864,0
2911,1.3,1.29999,1.31758,0
2912,1.3,1.29999,1.31652,0
2913,1.3,1.29999,1.31547,0
2914,1.3,1.29999,1.31442,0
2915,1.3,1.29999,1.31337,0
2916,1.3,1.29999,1.31233,0
2917,1.3,1.29999,1.31129,0
2918,1.3,1.29999,1.31025,0
2919,1.3,1.3,1.30922,0
2920,1.3,1.3,1.30819,0
2921,1.3,1.3,1.30717,0
2922,1.3,1.3,1.30615,0
2923,1.3,1.3,1.30513,0
2924,1.3,1.3,1.30411,0
2925,1.3,1.3,1.3031,0
2926,1.3,1.3,1.30209,0
2927,1.3,1.3,1.30108,0
2928,1.3,1.3,1.30008,0
2929,1.3,0.299997,1.29908,1000
2930,1.3,0.348768,1.69742,0
2931,1.3,0.39516,1.6951,0
2932,1.3,0.43929,1.69279,0
2933,1.3,0.481267,1.69048,0
2934,1.3,0.521197,1.68819,0
2935,1.3,0.55918,1.6859,0
2936,1.3,0.59531,1.68361,0
2937,1.3,0.629678,1.68134,0
2938,1.3,0.66237,1.67907,0
2939,1.3,0.693468,1.67681,0
2940,1.3,0.723049,1.67456,0
2941,1.3,0.751187,1.67231,0
2942,1.3,0.777953,1.67008,0
2943,1.3,0.803413,1.66785,0
2944,1.3,0.827632,1.66562,0
2945,1.3,0.85067,1.66341,0
2946,1.3,0.872584,1.6612,0
2947,1.3,0.893429,1.659,0
2948,1.3,0.913258,1.65681,0
2949,1.3,0.93212,1.65462,0
2950,1.3,0.950061,1.65244,0
2951,1.3,0.967128,1.65027,0
2952,1.3,0.983362,1.64811,0
2953,1.3,0.998805,1.64595,0
2954,1.3,1.01349,1.6438,0
2955,1.3,1.02747,1.64166,0
2956,1.3,1.04076,1.63953,0
2957,1.3,1.0534,1.6374,0
2958,1.3,1.06543,1.63528,0
2959,1.3,1.07687,1.63316,0
2960,1.3,1.08775,1.63105,0
2961,1.3,1.0981,1.62895,0
2962,1.3,1.10795,1.62686,0
2963,1.3,1.11732,1.62478,0
2964,1.3,1.12623,1.6227,0
2965,1.3,1.1347,1.62062,0
2966,1.3,1.14276,1.61856,0
2967,1.3,1.15043,1.6165,0
2968,1.3,1.15773,1.61445,0
2969,1.3,1.16466,1.6124,0
2970,1.3,1.17126,1.61037,0
2971,1.3,1.17754,1.60834,0
2972,1.3,1.18352,1.60631,0
2973,1.3,1.1892,1.60429,0
2974,1.3,1.1946,1.60228,0
2975,1.3,1.19974,1.60028,0
2976,1.3,1.20463,1.59828,0
2977,1.3,1.20928,1.59629,0
2978,1.3,1.21371,1.59431,0
2979,1.3,1.21791,1.59233,0
2980,1.3,1.22192,1.59036,0
2981,1.3,1.22573,1.58839,0
2982,1.3,1.22935,1.58643,0
2983,1.3,1.23279,1.58448,0
2984,1.3,1.23607,1.58254,0
2985,1.3,1.23919,1.5806,0
2986,1.3,1.24216,1.57867,0
2987,1.3,1.24498,1.57674,0
2988,1.3,1.24766,1.57482,0
2989,1.3,1.25021,1.57291,0
2990,1.3,1.25264,1.571,0
2991,1.3,1.25495,1.5691,0
2992,1.3,1.25715,1.56721,0
2993,1.3,1.25924,1.56532,0
2994,1.3,1.26123,1.56344,0
2995,1.3,1.26312,1.56156,0
2996,1.3,1.26492,1.5597,0
2997,1.3,1.26663,1.55783,0
2998,1.3,1.26825,1.55598,0
2999,1.3,1.2698,1.55413,0
3000,1.3,1.27128,1.55228,0
3001,1.3,1.27268,1.55044,0
